"CODICE_REGIONE","CODICE_PROVINCIA","SIGLA_AUTOMOBILISTICA","ID_COMUNE","CODICE_COMUNE","LABEL_COMUNE_IT","LABEL_COMUNE_DE","DATA_INIZIO_VALIDITA","DATA_FINE_VALIDITA"
"00","004","CN","004035-(1861-03-17)","004035","CAMERANA","","17-03-1861","27-03-1928"
"00","004","CN","004035-(1928-03-27)","004035","CAMERANA","","27-03-1928","10-01-1947"
"00","004","CN","004035-(1947-01-10)","004035","CAMERANA","","10-01-1947","01-01-1948"
"01","004","CN","004035-(1948-01-01)","004035","CAMERANA","","01-01-1948","31-12-9999"
"00","004","CN","004036-(1861-03-17)","004036","CAMO","","17-03-1861","01-05-1901"
"00","004","CN","004036-(1901-05-01)","004036","CAMO","","01-05-1901","14-06-1928"
"00","004","CN","004036-(1928-06-14)","004036","CAMO","","14-06-1928","14-06-1928"
"00","004","CN","004037-(1861-03-17)","004037","CANALE","","17-03-1861","01-01-1948"
"01","004","CN","004037-(1948-01-01)","004037","CANALE","","01-01-1948","31-12-9999"
"00","004","CN","004038-(1861-03-17)","004038","CANOSIO","","17-03-1861","21-02-1928"
"00","004","CN","004038-(1928-02-21)","004038","CANOSIO","","21-02-1928","21-02-1928"
"00","004","CN","004039-(1861-03-17)","004039","CAPRAUNA","","17-03-1861","01-01-1948"
"01","004","CN","004039-(1948-01-01)","004039","CAPRAUNA","","01-01-1948","31-12-9999"
"00","004","CN","004040-(1861-03-17)","004040","CARAGLIO","","17-03-1861","01-01-1948"
"01","004","CN","004040-(1948-01-01)","004040","CARAGLIO","","01-01-1948","31-12-9999"
"00","004","CN","004041-(1861-03-17)","004041","CARAMAGNA","","17-03-1861","11-01-1863"
"00","004","CN","004041-(1863-01-11)","004041","CARAMAGNA PIEMONTE","","11-01-1863","01-01-1948"
"01","004","CN","004041-(1948-01-01)","004041","CARAMAGNA PIEMONTE","","01-01-1948","31-12-9999"
"00","004","CN","004042-(1861-03-17)","004042","CARDÈ","","17-03-1861","08-02-1911"
"00","004","CN","004042-(1911-02-08)","004042","CARDÈ","","08-02-1911","01-01-1948"
"01","004","CN","004042-(1948-01-01)","004042","CARDÈ","","01-01-1948","31-12-9999"
"00","004","CN","004043-(1861-03-17)","004043","CARRÙ","","17-03-1861","01-01-1948"
"01","004","CN","004043-(1948-01-01)","004043","CARRÙ","","01-01-1948","31-12-9999"
"00","004","CN","004044-(1861-03-17)","004044","CARTIGNANO","","17-03-1861","01-01-1948"
"01","004","CN","004044-(1948-01-01)","004044","CARTIGNANO","","01-01-1948","31-12-9999"
"00","004","CN","004045-(1861-03-17)","004045","CASALGRASSO","","17-03-1861","01-01-1948"
"01","004","CN","004045-(1948-01-01)","004045","CASALGRASSO","","01-01-1948","31-12-9999"
"00","004","CN","004046-(1861-03-17)","004046","CASTAGNITO","","17-03-1861","01-01-1948"
"01","004","CN","004046-(1948-01-01)","004046","CASTAGNITO","","01-01-1948","31-12-9999"
"00","004","CN","004047-(1861-03-17)","004047","CASTELDELFINO","","17-03-1861","01-01-1948"
"01","004","CN","004047-(1948-01-01)","004047","CASTELDELFINO","","01-01-1948","31-12-9999"
"00","004","CN","004048-(1861-03-17)","004048","CASTELLAR","","17-03-1861","03-05-1928"
"00","004","CN","004048-(1928-05-03)","004048","CASTELLAR","","03-05-1928","03-05-1928"
"00","004","CN","004049-(1861-03-17)","004049","CASTELLETTO STURA","","17-03-1861","01-09-1871"
"00","004","CN","004049-(1871-09-01)","004049","CASTELLETTO STURA","","01-09-1871","01-01-1948"
"01","004","CN","004049-(1948-01-01)","004049","CASTELLETTO STURA","","01-01-1948","31-12-9999"
"00","004","CN","004050-(1861-03-17)","004050","CASTELLETTO UZZONE","","17-03-1861","24-03-1929"
"00","004","CN","004050-(1929-03-24)","004050","CASTELLETTO UZZONE","","24-03-1929","01-01-1948"
"01","004","CN","004050-(1948-01-01)","004050","CASTELLETTO UZZONE","","01-01-1948","31-12-9999"
"00","004","CN","004051-(1861-03-17)","004051","CASTELLINALDO","","17-03-1861","01-01-1948"
"01","004","CN","004051-(1948-01-01)","004051","CASTELLINALDO","","01-01-1948","30-01-2015"
"01","004","CN","004051-(2015-01-30)","004051","CASTELLINALDO D'ALBA","","30-01-2015","31-12-9999"
"00","004","CN","004052-(1861-03-17)","004052","CASTELLINO","","17-03-1861","11-01-1863"
"00","004","CN","004052-(1863-01-11)","004052","CASTELLINO TANARO","","11-01-1863","01-01-1948"
"01","004","CN","004052-(1948-01-01)","004052","CASTELLINO TANARO","","01-01-1948","31-12-9999"
"00","004","CN","004053-(1861-03-17)","004053","CASTELMAGNO","","17-03-1861","01-01-1948"
"01","004","CN","004053-(1948-01-01)","004053","CASTELMAGNO","","01-01-1948","31-12-9999"
"00","004","CN","004054-(1861-03-17)","004054","CASTELNUOVO","","17-03-1861","11-01-1863"
"00","004","CN","004054-(1863-01-11)","004054","CASTELNUOVO DI CEVA","","11-01-1863","26-03-1929"
"00","004","CN","004054-(1929-03-26)","004054","CASTELNUOVO DI CEVA","","26-03-1929","26-03-1929"
"00","004","CN","004055-(1861-03-17)","004055","CASTIGLIONE FALLETTO","","17-03-1861","01-01-1948"
"01","004","CN","004055-(1948-01-01)","004055","CASTIGLIONE FALLETTO","","01-01-1948","31-12-9999"
"00","004","CN","004056-(1861-03-17)","004056","CASTIGLIONE TINELLA","","17-03-1861","01-01-1948"
"01","004","CN","004056-(1948-01-01)","004056","CASTIGLIONE TINELLA","","01-01-1948","31-12-9999"
"00","004","CN","004057-(1861-03-17)","004057","CASTINO","","17-03-1861","15-04-1928"
"00","004","CN","004057-(1928-04-15)","004057","CASTINO","","15-04-1928","10-01-1947"
"00","004","CN","004057-(1947-01-10)","004057","CASTINO","","10-01-1947","01-01-1948"
"01","004","CN","004057-(1948-01-01)","004057","CASTINO","","01-01-1948","31-12-9999"
"00","004","CN","004058-(1861-03-17)","004058","CAVALLERLEONE","","17-03-1861","01-01-1948"
"01","004","CN","004058-(1948-01-01)","004058","CAVALLERLEONE","","01-01-1948","31-12-9999"
"00","004","CN","004059-(1861-03-17)","004059","CAVALLERMAGGIORE","","17-03-1861","01-01-1948"
"01","004","CN","004059-(1948-01-01)","004059","CAVALLERMAGGIORE","","01-01-1948","31-12-9999"
"00","004","CN","004060-(1861-03-17)","004060","CELLE","","17-03-1861","11-01-1863"
"01","002","VC","002015-(1948-01-01)","002015","BORGO D'ALE","","01-01-1948","31-12-9999"
"00","003","NO","003923-(1861-03-17)","003923","BORGO VERCELLI","","17-03-1861","01-06-1869"
"00","003","NO","003923-(1869-06-01)","003923","BORGO VERCELLI","","01-06-1869","12-01-1927"
"00","002","VC","002017-(1927-01-12)","002017","BORGO VERCELLI","","12-01-1927","01-01-1948"
"01","002","VC","002017-(1948-01-01)","002017","BORGO VERCELLI","","01-01-1948","31-12-9999"
"00","003","NO","003924-(1861-03-17)","003924","BORGOSESIA","","17-03-1861","23-02-1867"
"00","003","NO","003924-(1867-02-23)","003924","BORGOSESIA","","23-02-1867","12-01-1927"
"00","002","VC","002016-(1927-01-12)","002016","BORGOSESIA","","12-01-1927","06-09-1928"
"00","002","VC","002016-(1928-09-06)","002016","BORGOSESIA","","06-09-1928","04-10-1939"
"00","002","VC","002016-(1928-09-06)","002016","BORGOSESIA","","06-09-1928","04-10-1939"
"00","002","VC","002016-(1928-09-06)","002016","BORGOSESIA","","06-09-1928","04-10-1939"
"00","002","VC","002016-(1928-09-06)","002016","BORGOSESIA","","06-09-1928","04-10-1939"
